"id";"timestamp";"status"
73489;1656959189;Сбор информации
73493;1656959338;Сбор информации
73493;1656959373;Ожидание
73495;1656959432;Сбор информации
73497;1656959465;Сбор информации
73471;1656959474;Ожидание юр.лица
73497;1656959522;Подумает и перезвонит
73499;1656959561;Сбор информации
73495;1656959598;Не устраивает цена
73501;1656959649;Сбор информации
73501;1656959658;Ожидание
73503;1656959696;Сбор информации
73499;1656959745;Ожидание
73489;1656959786;Ожидание
73505;1656959804;Сбор информации
73507;1656959827;Сбор информации
73505;1656959828;Ожидание
73441;1656959843;Товар не устраивает
73487;1656959849;Доставка. Товар нужен сегодня
73503;1656959865;Согласование нового товара
73503;1656959875;Проверка информации
73503;1656959875;Проверка информации
73507;1656960151;Проверка информации
73507;1656960151;Проверка информации
73509;1656960191;Сбор информации
73509;1656960443;Проверка информации
73509;1656960443;Проверка информации
73515;1656960661;Сбор информации
73515;1656960718;Ожидание
73517;1656960742;Сбор информации
73509;1656960802;Заведение заказа в 1С
73507;1656960819;Заведение заказа в 1С
73503;1656960837;Заведение заказа в 1С
73517;1656960862;Подумает и перезвонит
73259;1656961016;Нет в ассортименте
73509;1656961034;Проверка товара на складе
73503;1656961123;Проверка товара на складе
73507;1656961213;Проверка товара на складе
73519;1656961291;Сбор информации
73519;1656961307;Ожидание
73521;1656961424;Сбор информации
73523;1656961531;Сбор информации
73523;1656961538;Ожидание
73521;1656961620;Проверка информации
73521;1656961620;Проверка информации
73525;1656961691;Сбор информации
73521;1656961713;Заведение заказа в 1С
73521;1656961787;Проверка товара на складе
73527;1656961802;Сбор информации
73529;1656961866;Сбор информации
73527;1656961914;Проверка информации
73527;1656961914;Проверка информации
73529;1656961918;Ожидание
73531;1656962097;Сбор информации
73533;1656962143;Сбор информации
73533;1656962168;Ожидание
73525;1656962175;Ожидание
73531;1656962240;Ожидание
73527;1656962336;Заведение заказа в 1С
73527;1656962361;Проверка товара на складе
73535;1656962457;Сбор информации
73535;1656962645;Доставка. Товар нужен сегодня
73537;1656962828;Сбор информации
73537;1656962936;Заведение заказа в 1С
73537;1656962943;Проверка товара на складе
72951;1656962973;Согласование нового товара
73537;1656963000;Заведение заказа в 1С
73429;1656963240;Проверка информации
73429;1656963240;Проверка информации
73485;1656963271;Недозвон, игнор или неразборчивая речь
73537;1656963278;Сделка успешна
73215;1656963291;Ожидание
73183;1656963301;Ожидание
73529;1656963350;Проверка информации
73529;1656963350;Проверка информации
73541;1656963520;Сбор информации
73541;1656963533;Ожидание
40923;1656963545;Сделка успешна
73543;1656963555;Сбор информации
73255;1656963564;Сделка успешна
73529;1656963587;Заведение заказа в 1С
72677;1656963604;Недозвон, игнор или неразборчивая речь
73545;1656963615;Сбор информации
73429;1656963636;Заведение заказа в 1С
73543;1656963689;Проверка информации
73543;1656963689;Проверка информации
73545;1656963698;Ожидание
73547;1656963805;Сбор информации
73547;1656963812;Ожидание
73549;1656963856;Сбор информации
73529;1656963876;Проверка товара на складе
73553;1656963896;Сбор информации
71843;1656963946;Сделка успешна
73489;1656963980;Проверка информации
73489;1656963980;Проверка информации
73429;1656964086;Проверка товара на складе
73549;1656964106;Проверка информации
73549;1656964106;Проверка информации
73499;1656964149;Проверка информации
73499;1656964149;Проверка информации
73553;1656964274;Проверка информации
73553;1656964274;Проверка информации
73525;1656964322;Подумает и перезвонит
73489;1656964382;Проверка товара на складе
73543;1656964557;Проверка товара на складе
73553;1656964598;Заведение заказа в 1С
73549;1656964622;Заведение заказа в 1С
73499;1656964663;Заведение заказа в 1С
73553;1656964840;Проверка товара на складе
73549;1656965013;Проверка товара на складе
73499;1656965159;Проверка товара на складе
73563;1656967200;Сбор информации
73563;1656967305;Проверка информации
73563;1656967305;Проверка информации
73565;1656967734;Сбор информации
73565;1656967745;Ожидание
73567;1656967878;Сбор информации
73567;1656967900;Ожидание
73569;1656968023;Сбор информации
73569;1656968043;Ожидание
73571;1656968423;Сбор информации
73573;1656992762;Сбор информации
73577;1657008609;Сбор информации
73577;1657008624;Ожидание
73579;1657008772;Сбор информации
73579;1657008857;Доставка. Товар нужен сегодня
73585;1657009611;Сбор информации
73585;1657009842;Подумает и перезвонит
73589;1657010591;Сбор информации
73591;1657010645;Сбор информации
73591;1657010656;Ожидание
73589;1657010797;Проверка информации
73589;1657010797;Проверка информации
73593;1657011049;Сбор информации
73595;1657011091;Сбор информации
73595;1657011143;Доставка. Товар нужен сегодня
73593;1657011199;Проверка информации
